,student_id,gender,age,prior_education,course_of_studies,year_of_study,nationality,parent_one_nationality,parent_two_nationality,parent_one_occupation,parent_two_occupation,previous_international_experience,languages
654,10000654,I would rather not say,18,MBO,International business,2,South-African,USA,Japanese,Marine,Politician,Internship in a foreign country,"['Dutch', 'English']"
655,10000655,I would rather not say,23,MBO,International business,0,Spain,Korean,German,Taxi driver,Life coach,Gap year,"['English', 'Spanish']"
656,10000656,I would rather not say,19,VWO,International business,3,Spain,South-African,British,,Politician,Gap year,"['English', 'Spanish']"
657,10000657,I would rather not say,18,MBO,International business,3,Belgium,South-African,South-African,,Politician,Gap year,"['English', 'French']"
658,10000658,I would rather not say,18,VWO,International business,0,Korean,Chinese,USA,Marine,Life coach,,"['English', 'Korean']"
659,10000659,Male,22,Gymnasium,International business,1,Dutch,British,Chinese,Doctor,Gardener,,"['Dutch', 'English', 'German']"
660,10000660,I would rather not say,20,Gymnasium,International business,4,Belgium,Japanese,South-African,Taxi driver,Gardener,Worked in a foreign country,"['English', 'French']"
661,10000661,I would rather not say,18,MBO,International business,2,Japanese,German,Dutch,,Taxi driver,,"['English', 'Japanese']"
662,10000662,I would rather not say,19,HAVO,International business,4,Dutch,South-African,USA,Politician,Engineer,,"['Dutch', 'English']"
663,10000663,I would rather not say,22,MBO,International business,3,Dutch,Belgium,Japanese,Life coach,Gardener,Internship in a foreign country,"['Dutch', 'English', 'German']"
664,10000664,I would rather not say,22,MBO,International business,4,Spain,Japanese,British,Life coach,Marine,Exchange student,"['English', 'Spanish']"
665,10000665,Female,24,VWO,International business,4,German,USA,USA,Gardener,Taxi driver,Exchange student,"['English', 'German']"
666,10000666,I would rather not say,22,MBO,International business,1,Dutch,Dutch,USA,Doctor,,Gap year,"['Dutch', 'English', 'German']"
667,10000667,I would rather not say,24,MBO,International business,3,USA,German,USA,Doctor,Politician,Worked in a foreign country,['English']
668,10000668,I would rather not say,19,MBO,International business,2,South-African,Spain,Belgium,Marine,Doctor,,"['Dutch', 'English']"
669,10000669,I would rather not say,23,HAVO,International business,3,Japanese,USA,Spain,Politician,Doctor,Exchange student,"['English', 'Japanese']"
670,10000670,I would rather not say,17,HAVO,International business,4,Korean,Spain,Belgium,Gardener,Taxi driver,Worked in a foreign country,"['English', 'Korean']"
671,10000671,I would rather not say,21,HAVO,International business,2,British,Korean,South-African,Gardener,,,['English']
672,10000672,I would rather not say,19,MBO,International business,0,Dutch,South-African,Chinese,Taxi driver,Engineer,Exchange student,"['Dutch', 'English']"
673,10000673,I would rather not say,20,Gymnasium,International business,4,Korean,Spain,British,Politician,Engineer,,"['English', 'Korean']"
674,10000674,I would rather not say,21,HAVO,International business,0,USA,Chinese,Dutch,Gardener,Gardener,Gap year,['English']
675,10000675,I would rather not say,23,VWO,International business,3,German,British,Japanese,Taxi driver,Doctor,,"['English', 'German']"
676,10000676,I would rather not say,17,VWO,International business,1,Chinese,USA,Japanese,,,Internship in a foreign country,"['English', 'Mandarin']"
677,10000677,I would rather not say,23,Gymnasium,International business,3,German,British,British,Doctor,Life coach,Worked in a foreign country,"['English', 'German']"
678,10000678,I would rather not say,22,HAVO,International business,1,German,Japanese,Spain,Politician,Gardener,Worked in a foreign country,"['English', 'German']"
679,10000679,Male,21,VWO,International business,0,South-African,German,Chinese,Life coach,Politician,Exchange student,"['Dutch', 'English']"
680,10000680,I would rather not say,22,Gymnasium,International business,0,Korean,German,Chinese,Marine,Life coach,Worked in a foreign country,"['English', 'Korean']"
681,10000681,I would rather not say,21,HAVO,International business,0,British,Japanese,Korean,Politician,Gardener,,['English']
682,10000682,Male,24,HAVO,International business,4,Chinese,South-African,Dutch,Gardener,,Internship in a foreign country,"['English', 'Mandarin']"
683,10000683,I would rather not say,24,VWO,International business,0,Korean,Dutch,Spain,Politician,,Gap year,"['English', 'Korean']"
684,10000684,I would rather not say,18,VWO,International business,2,German,German,Dutch,Marine,Life coach,Worked in a foreign country,"['English', 'German']"
685,10000685,I would rather not say,19,Gymnasium,International business,0,German,Spain,Belgium,Taxi driver,Politician,Exchange student,"['English', 'German']"
686,10000686,I would rather not say,19,HAVO,International business,1,USA,Chinese,Belgium,,Taxi driver,Exchange student,['English']
687,10000687,Female,18,MBO,International business,1,USA,Dutch,Belgium,Life coach,Politician,,"['English', 'Spanish']"
688,10000688,I would rather not say,24,Gymnasium,International business,0,Dutch,South-African,British,Politician,Life coach,,"['Dutch', 'English']"
689,10000689,I would rather not say,21,MBO,International business,3,Japanese,Japanese,Spain,Engineer,,Gap year,"['English', 'Japanese']"
690,10000690,I would rather not say,24,MBO,International business,1,USA,Korean,Chinese,Life coach,Taxi driver,Worked in a foreign country,['English']
691,10000691,Female,22,Gymnasium,International business,0,Belgium,Korean,USA,,Marine,Gap year,['English']
692,10000692,I would rather not say,24,Gymnasium,International business,3,Japanese,Japanese,German,Marine,Politician,Internship in a foreign country,"['English', 'Japanese']"
693,10000693,I would rather not say,18,HAVO,International business,3,Belgium,Spain,Spain,Engineer,Life coach,Internship in a foreign country,"['English', 'English', 'French']"
694,10000694,I would rather not say,22,MBO,International business,2,USA,Korean,British,Taxi driver,Life coach,Exchange student,['English']
695,10000695,I would rather not say,17,Gymnasium,International business,1,Spain,British,Japanese,Politician,Engineer,Internship in a foreign country,"['English', 'Spanish']"
696,10000696,I would rather not say,24,HAVO,International business,4,British,South-African,Dutch,Engineer,,Exchange student,['English']
697,10000697,I would rather not say,24,VWO,International business,1,Japanese,Dutch,Dutch,Marine,Marine,Gap year,"['English', 'Japanese']"
698,10000698,I would rather not say,22,Gymnasium,International business,2,German,Belgium,Chinese,Doctor,Doctor,Worked in a foreign country,"['English', 'German']"
699,10000699,I would rather not say,24,MBO,International business,1,Dutch,Chinese,German,Taxi driver,Life coach,Exchange student,"['Dutch', 'English', 'German']"
700,10000700,I would rather not say,20,VWO,International business,0,USA,Chinese,Dutch,Taxi driver,Marine,Exchange student,['English']
701,10000701,I would rather not say,22,VWO,International business,3,Japanese,Dutch,Belgium,Gardener,Taxi driver,,"['English', 'Japanese']"
702,10000702,Male,19,Gymnasium,International business,2,USA,South-African,South-African,Life coach,Taxi driver,Gap year,['English']
703,10000703,I would rather not say,23,HAVO,International business,2,British,Chinese,Belgium,Politician,Doctor,,['English']
704,10000704,I would rather not say,24,Gymnasium,International business,3,Korean,Chinese,Belgium,Politician,Gardener,Internship in a foreign country,"['English', 'Korean']"
705,10000705,I would rather not say,21,MBO,International business,0,Chinese,British,Korean,Gardener,Life coach,Internship in a foreign country,"['English', 'Mandarin']"
706,10000706,I would rather not say,17,VWO,International business,3,British,Korean,Chinese,Engineer,Engineer,Exchange student,['English']
707,10000707,Male,19,MBO,International business,0,Japanese,Japanese,German,Marine,Doctor,Exchange student,"['English', 'Japanese']"
708,10000708,I would rather not say,19,Gymnasium,International business,1,Korean,Dutch,USA,Taxi driver,Marine,Gap year,"['English', 'Korean']"
709,10000709,Female,20,MBO,International business,4,Belgium,Korean,German,Engineer,Engineer,,"['English', 'English']"
710,10000710,I would rather not say,18,HAVO,International business,3,Korean,South-African,South-African,Gardener,,Exchange student,"['English', 'Korean']"
711,10000711,Female,19,HAVO,International business,2,Spain,Dutch,British,Taxi driver,Gardener,Gap year,"['English', 'Spanish']"
712,10000712,I would rather not say,17,VWO,International business,0,Japanese,Spain,Dutch,Politician,,Worked in a foreign country,"['English', 'Japanese']"
713,10000713,I would rather not say,22,MBO,International business,3,German,USA,South-African,Engineer,Doctor,Exchange student,"['English', 'German', 'French']"
714,10000714,I would rather not say,24,Gymnasium,International business,4,South-African,USA,British,Engineer,Doctor,Worked in a foreign country,"['Dutch', 'English']"
715,10000715,Male,24,VWO,International business,4,South-African,Belgium,Korean,Marine,Doctor,Worked in a foreign country,"['Dutch', 'English']"
716,10000716,I would rather not say,17,HAVO,International business,3,Dutch,South-African,Korean,Doctor,Doctor,Gap year,"['Dutch', 'English', 'German']"
717,10000717,I would rather not say,23,HAVO,International business,4,Japanese,Chinese,German,Marine,Politician,Exchange student,"['English', 'Japanese']"
718,10000718,I would rather not say,23,MBO,International business,1,Belgium,Belgium,South-African,Engineer,Life coach,Internship in a foreign country,"['English', 'English', 'French']"
719,10000719,I would rather not say,21,HAVO,International business,1,Spain,Chinese,Spain,Engineer,Politician,Exchange student,"['English', 'Spanish']"
720,10000720,I would rather not say,21,MBO,International business,2,Spain,Spain,Chinese,Marine,Engineer,Worked in a foreign country,"['English', 'Spanish']"
721,10000721,I would rather not say,19,HAVO,International business,3,South-African,British,Dutch,Taxi driver,Doctor,Worked in a foreign country,"['Dutch', 'English']"
722,10000722,I would rather not say,22,MBO,International business,3,German,USA,German,Life coach,Politician,,"['English', 'German']"
723,10000723,I would rather not say,19,VWO,International business,2,Japanese,British,German,Marine,Engineer,,"['English', 'Japanese']"
724,10000724,I would rather not say,23,MBO,International business,2,Spain,British,Chinese,Politician,Life coach,Gap year,"['English', 'Spanish']"
725,10000725,I would rather not say,22,MBO,International business,4,South-African,Dutch,Chinese,Taxi driver,Gardener,Exchange student,"['Dutch', 'English']"
726,10000726,I would rather not say,21,MBO,International business,0,Korean,South-African,Chinese,Taxi driver,Gardener,,"['English', 'Korean']"
727,10000727,I would rather not say,21,VWO,International business,2,Chinese,British,German,Engineer,Marine,Worked in a foreign country,"['English', 'Mandarin']"
728,10000728,I would rather not say,24,VWO,International business,0,Spain,South-African,British,Politician,Marine,Gap year,"['English', 'Spanish']"
729,10000729,I would rather not say,18,VWO,International business,1,Korean,Japanese,Spain,Gardener,,,"['English', 'Korean']"
730,10000730,I would rather not say,22,MBO,International business,3,South-African,Japanese,Belgium,Politician,,Internship in a foreign country,"['Dutch', 'English']"
731,10000731,I would rather not say,22,MBO,International business,3,Korean,British,Japanese,,Taxi driver,Gap year,"['English', 'Korean']"
732,10000732,I would rather not say,24,Gymnasium,International business,2,USA,British,Dutch,Doctor,Gardener,Exchange student,"['English', 'Spanish']"
733,10000733,I would rather not say,24,HAVO,International business,2,British,German,German,,Politician,Gap year,['English']
734,10000734,I would rather not say,23,HAVO,International business,2,South-African,British,Korean,Engineer,Engineer,Worked in a foreign country,"['Dutch', 'English']"
735,10000735,I would rather not say,19,Gymnasium,International business,2,German,Belgium,USA,Doctor,Doctor,Internship in a foreign country,"['English', 'German']"
736,10000736,I would rather not say,19,HAVO,International business,2,South-African,Belgium,Chinese,Gardener,Marine,,"['Dutch', 'English']"
737,10000737,I would rather not say,18,VWO,International business,0,Dutch,Belgium,British,Doctor,,Worked in a foreign country,"['Dutch', 'English', 'German']"
738,10000738,I would rather not say,23,VWO,International business,2,South-African,South-African,USA,Politician,Politician,Internship in a foreign country,"['Dutch', 'English']"
739,10000739,I would rather not say,22,Gymnasium,International business,4,USA,South-African,South-African,Life coach,Engineer,,['English']
740,10000740,I would rather not say,22,HAVO,International business,2,Japanese,Japanese,Dutch,Gardener,,Worked in a foreign country,"['English', 'Japanese']"
741,10000741,I would rather not say,23,MBO,International business,4,USA,Spain,Japanese,Gardener,Marine,,['English']
742,10000742,I would rather not say,18,Gymnasium,International business,3,Spain,Japanese,Chinese,Taxi driver,,Gap year,"['English', 'Spanish']"
743,10000743,I would rather not say,24,HAVO,International business,3,German,British,Korean,Life coach,Life coach,,"['English', 'German']"
744,10000744,I would rather not say,24,VWO,International business,1,South-African,Chinese,Japanese,Doctor,,Internship in a foreign country,"['Dutch', 'English']"
745,10000745,Male,21,Gymnasium,International business,4,Chinese,Belgium,Japanese,Gardener,Doctor,,"['English', 'Mandarin']"
746,10000746,I would rather not say,18,Gymnasium,International business,1,Japanese,Korean,Japanese,Life coach,Marine,,"['English', 'Japanese']"
747,10000747,I would rather not say,19,VWO,International business,3,German,Belgium,Japanese,Marine,Life coach,Internship in a foreign country,"['English', 'German']"
748,10000748,I would rather not say,21,HAVO,International business,0,Belgium,German,USA,Doctor,Politician,Gap year,"['English', 'English', 'French']"
749,10000749,I would rather not say,24,Gymnasium,International business,3,USA,Belgium,Belgium,Politician,Gardener,,"['English', 'Spanish']"
750,10000750,I would rather not say,18,MBO,International business,2,Dutch,Spain,South-African,Gardener,Gardener,Exchange student,"['Dutch', 'English']"
751,10000751,I would rather not say,24,MBO,International business,3,Chinese,British,British,Marine,Engineer,Gap year,"['English', 'Mandarin']"
752,10000752,I would rather not say,19,Gymnasium,International business,3,Spain,USA,Belgium,Politician,Life coach,Exchange student,"['English', 'Spanish']"
753,10000753,Male,17,MBO,International business,0,British,USA,German,Taxi driver,Engineer,,['English']
754,10000754,I would rather not say,20,VWO,International business,0,Belgium,Korean,USA,Engineer,Doctor,Internship in a foreign country,"['English', 'French', 'German']"
755,10000755,I would rather not say,18,HAVO,International business,1,Japanese,German,Belgium,Taxi driver,Marine,Internship in a foreign country,"['English', 'Japanese']"
756,10000756,I would rather not say,22,Gymnasium,International business,2,Korean,Dutch,German,Engineer,Doctor,Gap year,"['English', 'Korean']"
757,10000757,I would rather not say,23,VWO,International business,1,South-African,Korean,Japanese,Taxi driver,,Gap year,"['Dutch', 'English']"
758,10000758,I would rather not say,18,MBO,International business,4,Belgium,USA,Spain,Doctor,Marine,Exchange student,"['English', 'French', 'German']"
759,10000759,I would rather not say,24,Gymnasium,International business,2,Korean,Korean,Spain,Taxi driver,,Exchange student,"['English', 'Korean']"
760,10000760,I would rather not say,18,VWO,International business,2,German,German,British,Life coach,,,"['English', 'German']"
761,10000761,I would rather not say,22,MBO,International business,0,German,Spain,Korean,,Life coach,Internship in a foreign country,"['English', 'German']"
762,10000762,Male,21,Gymnasium,International business,1,Chinese,Dutch,Japanese,Taxi driver,Taxi driver,Worked in a foreign country,"['English', 'Mandarin']"
763,10000763,Male,21,Gymnasium,International business,4,Korean,Chinese,Spain,Gardener,,,"['English', 'Korean']"
764,10000764,I would rather not say,21,Gymnasium,International business,0,USA,German,Japanese,Gardener,Gardener,Internship in a foreign country,['English']
765,10000765,I would rather not say,19,Gymnasium,International business,2,South-African,Dutch,Chinese,Marine,Politician,Gap year,"['Dutch', 'English']"
766,10000766,I would rather not say,23,HAVO,International business,3,Spain,South-African,Korean,Life coach,,Worked in a foreign country,"['English', 'Spanish']"
767,10000767,I would rather not say,23,HAVO,International business,4,Belgium,German,British,,,Exchange student,"['English', 'French', 'German']"
768,10000768,I would rather not say,24,Gymnasium,International business,1,USA,USA,Japanese,Politician,Politician,Worked in a foreign country,['English']
769,10000769,I would rather not say,22,MBO,International business,0,British,Belgium,Korean,Taxi driver,Life coach,Gap year,['English']
770,10000770,I would rather not say,17,MBO,International business,2,German,USA,USA,Politician,Marine,Internship in a foreign country,"['English', 'German', 'French']"
771,10000771,I would rather not say,24,Gymnasium,International business,0,Belgium,Chinese,British,Gardener,Taxi driver,Internship in a foreign country,['English']
772,10000772,I would rather not say,23,MBO,International business,1,Chinese,South-African,USA,Life coach,Politician,Gap year,"['English', 'Mandarin']"
773,10000773,I would rather not say,19,MBO,International business,4,Japanese,Chinese,British,Taxi driver,Doctor,Internship in a foreign country,"['English', 'Japanese']"
774,10000774,I would rather not say,19,MBO,International business,2,Dutch,Spain,German,,Life coach,Gap year,"['Dutch', 'English', 'German']"
775,10000775,I would rather not say,20,Gymnasium,International business,3,South-African,Korean,Chinese,Engineer,,,"['Dutch', 'English']"
776,10000776,I would rather not say,18,Gymnasium,International business,3,Korean,Belgium,British,Marine,,Exchange student,"['English', 'Korean']"
777,10000777,I would rather not say,21,Gymnasium,International business,1,South-African,Korean,USA,Marine,Politician,,"['Dutch', 'English']"
778,10000778,I would rather not say,22,Gymnasium,International business,2,Dutch,Dutch,Korean,Doctor,Gardener,Worked in a foreign country,"['Dutch', 'English', 'German']"
779,10000779,I would rather not say,22,Gymnasium,International business,3,Belgium,Dutch,Belgium,Doctor,Life coach,Worked in a foreign country,"['English', 'English', 'French']"
780,10000780,I would rather not say,21,HAVO,International business,4,Spain,Dutch,USA,Engineer,,Exchange student,"['English', 'Spanish']"
781,10000781,I would rather not say,18,Gymnasium,International business,3,German,Belgium,British,Doctor,Doctor,,"['English', 'German']"
782,10000782,I would rather not say,24,VWO,International business,3,German,British,British,Politician,,Worked in a foreign country,"['English', 'German']"
783,10000783,I would rather not say,23,HAVO,International business,2,Japanese,Belgium,USA,Doctor,Taxi driver,Exchange student,"['English', 'Japanese']"
784,10000784,I would rather not say,17,HAVO,International business,1,USA,Dutch,Spain,Gardener,,Worked in a foreign country,['English']
785,10000785,I would rather not say,19,Gymnasium,International business,3,British,Chinese,German,Politician,Engineer,,['English']
786,10000786,I would rather not say,22,VWO,International business,0,German,Korean,South-African,Doctor,Doctor,Internship in a foreign country,"['English', 'German']"
787,10000787,I would rather not say,21,Gymnasium,International business,4,Chinese,South-African,German,,Marine,Exchange student,"['English', 'Mandarin']"
788,10000788,I would rather not say,24,MBO,International business,1,South-African,Dutch,Korean,Taxi driver,Gardener,Worked in a foreign country,"['Dutch', 'English']"
789,10000789,I would rather not say,23,HAVO,International business,3,German,Chinese,South-African,Marine,Taxi driver,Internship in a foreign country,"['English', 'German']"
790,10000790,I would rather not say,21,Gymnasium,International business,3,USA,Belgium,Belgium,,Marine,Gap year,['English']
791,10000791,I would rather not say,22,HAVO,International business,1,South-African,Belgium,South-African,Life coach,Life coach,Exchange student,"['Dutch', 'English']"
792,10000792,I would rather not say,22,HAVO,International business,0,Dutch,British,Belgium,,Gardener,Exchange student,"['Dutch', 'English']"
793,10000793,I would rather not say,17,MBO,International business,0,Spain,Spain,Japanese,Engineer,Marine,Worked in a foreign country,"['English', 'Spanish']"
794,10000794,I would rather not say,24,HAVO,International business,1,Korean,Korean,British,,Life coach,Worked in a foreign country,"['English', 'Korean']"
795,10000795,I would rather not say,22,VWO,International business,4,South-African,USA,USA,Engineer,Life coach,Worked in a foreign country,"['Dutch', 'English']"
796,10000796,I would rather not say,17,Gymnasium,International business,3,Spain,Spain,Korean,,Life coach,Internship in a foreign country,"['English', 'Spanish']"
797,10000797,I would rather not say,22,HAVO,International business,4,USA,Korean,USA,,Doctor,Exchange student,['English']
798,10000798,I would rather not say,24,VWO,International business,3,Spain,Japanese,Spain,Taxi driver,Politician,Worked in a foreign country,"['English', 'Spanish']"
799,10000799,I would rather not say,19,MBO,International business,2,USA,German,Belgium,Politician,Politician,Internship in a foreign country,['English']
800,10000800,Female,17,HAVO,International business,1,German,Korean,Belgium,Marine,Taxi driver,Worked in a foreign country,"['English', 'German']"
801,10000801,I would rather not say,23,HAVO,International business,3,Dutch,German,Dutch,Gardener,Doctor,Worked in a foreign country,"['Dutch', 'English', 'German']"
802,10000802,I would rather not say,22,VWO,International business,0,Chinese,Dutch,British,Engineer,Life coach,Exchange student,"['English', 'Mandarin']"
803,10000803,I would rather not say,21,Gymnasium,International business,2,German,Belgium,South-African,Engineer,Life coach,,"['English', 'German']"
804,10000804,Male,23,VWO,International business,3,German,South-African,Japanese,Gardener,Politician,Worked in a foreign country,"['English', 'German']"
805,10000805,I would rather not say,22,HAVO,International business,1,Chinese,British,Korean,Politician,Marine,Exchange student,"['English', 'Mandarin']"
806,10000806,I would rather not say,17,Gymnasium,International business,0,Japanese,Dutch,British,Engineer,Life coach,Worked in a foreign country,"['English', 'Japanese']"
807,10000807,I would rather not say,18,Gymnasium,International business,0,Dutch,German,German,Doctor,,Gap year,"['Dutch', 'English']"
808,10000808,I would rather not say,18,Gymnasium,International business,2,South-African,Belgium,South-African,Gardener,Politician,Internship in a foreign country,"['Dutch', 'English']"
809,10000809,I would rather not say,22,Gymnasium,International business,4,Belgium,Spain,Spain,,Politician,Worked in a foreign country,"['English', 'English', 'French']"
810,10000810,I would rather not say,20,Gymnasium,International business,0,Dutch,USA,South-African,Gardener,Life coach,,"['Dutch', 'English', 'German']"
811,10000811,I would rather not say,17,VWO,International business,3,Chinese,Korean,British,Taxi driver,Engineer,,"['English', 'Mandarin']"
812,10000812,I would rather not say,18,Gymnasium,International business,4,Korean,USA,Korean,Gardener,Gardener,Worked in a foreign country,"['English', 'Korean']"
813,10000813,I would rather not say,17,Gymnasium,International business,1,Spain,Chinese,South-African,Life coach,Life coach,Internship in a foreign country,"['English', 'Spanish']"
814,10000814,I would rather not say,24,HAVO,International business,3,USA,USA,Dutch,Life coach,,Exchange student,"['English', 'Spanish']"
815,10000815,I would rather not say,22,MBO,International business,0,Belgium,USA,Spain,Engineer,Gardener,Worked in a foreign country,"['English', 'English', 'French']"
816,10000816,I would rather not say,19,Gymnasium,International business,1,South-African,Spain,Korean,Engineer,,Exchange student,"['Dutch', 'English']"
817,10000817,I would rather not say,17,Gymnasium,International business,0,Korean,Chinese,Dutch,Life coach,Marine,Exchange student,"['English', 'Korean']"
818,10000818,Female,21,MBO,International business,1,Belgium,Spain,Korean,Gardener,Gardener,Internship in a foreign country,"['English', 'French']"
819,10000819,I would rather not say,24,MBO,International business,2,Japanese,USA,USA,Gardener,Gardener,Internship in a foreign country,"['English', 'Japanese']"
820,10000820,I would rather not say,19,Gymnasium,International business,3,Spain,South-African,Belgium,,Taxi driver,Internship in a foreign country,"['English', 'Spanish']"
821,10000821,I would rather not say,19,MBO,International business,4,German,Spain,Spain,Taxi driver,Engineer,Internship in a foreign country,"['English', 'German']"
822,10000822,I would rather not say,18,MBO,International business,3,German,German,Japanese,Engineer,Gardener,Exchange student,"['English', 'German']"
823,10000823,I would rather not say,24,Gymnasium,International business,3,Korean,Japanese,German,Doctor,Life coach,Gap year,"['English', 'Korean']"
824,10000824,I would rather not say,22,MBO,International business,2,Japanese,Spain,Dutch,Life coach,Life coach,Worked in a foreign country,"['English', 'Japanese']"
825,10000825,I would rather not say,17,VWO,International business,0,British,USA,Japanese,Engineer,,,['English']
826,10000826,I would rather not say,24,Gymnasium,International business,4,Belgium,Chinese,Belgium,Doctor,Engineer,,"['English', 'French']"
827,10000827,I would rather not say,22,HAVO,International business,3,Dutch,Belgium,Japanese,Marine,Marine,Worked in a foreign country,"['Dutch', 'English', 'German']"
828,10000828,I would rather not say,23,HAVO,International business,3,Korean,Japanese,Japanese,Taxi driver,Doctor,Exchange student,"['English', 'Korean']"
829,10000829,I would rather not say,20,MBO,International business,1,South-African,Chinese,Spain,Engineer,Engineer,Gap year,"['Dutch', 'English']"
830,10000830,I would rather not say,24,MBO,International business,1,Japanese,British,Belgium,Gardener,Taxi driver,Exchange student,"['English', 'Japanese']"
831,10000831,Male,17,MBO,International business,0,German,Japanese,German,Doctor,Gardener,,"['English', 'German']"
832,10000832,I would rather not say,20,MBO,International business,2,British,USA,Chinese,Politician,Life coach,Gap year,['English']
833,10000833,I would rather not say,19,VWO,International business,0,Chinese,South-African,Korean,Marine,Taxi driver,Gap year,"['English', 'Mandarin']"
834,10000834,I would rather not say,22,Gymnasium,International business,2,Spain,Japanese,Japanese,Taxi driver,Politician,Exchange student,"['English', 'Spanish']"
835,10000835,Female,21,MBO,International business,2,Spain,British,German,Doctor,Marine,Internship in a foreign country,"['English', 'Spanish']"
836,10000836,I would rather not say,17,Gymnasium,International business,0,Dutch,Korean,Chinese,Engineer,Gardener,Internship in a foreign country,"['Dutch', 'English', 'German']"
837,10000837,I would rather not say,17,VWO,International business,1,Korean,Belgium,Chinese,Politician,Politician,Worked in a foreign country,"['English', 'Korean']"
838,10000838,I would rather not say,18,VWO,International business,2,Korean,Chinese,Korean,Taxi driver,Gardener,Internship in a foreign country,"['English', 'Korean']"
839,10000839,I would rather not say,19,VWO,International business,3,Spain,Chinese,Chinese,Doctor,Gardener,Worked in a foreign country,"['English', 'Spanish']"
840,10000840,I would rather not say,24,Gymnasium,International business,0,Dutch,Japanese,Belgium,Doctor,,Internship in a foreign country,"['Dutch', 'English']"
841,10000841,I would rather not say,18,VWO,International business,0,Dutch,Belgium,Spain,,Doctor,Gap year,"['Dutch', 'English', 'German']"
842,10000842,I would rather not say,20,HAVO,International business,1,Spain,Belgium,Belgium,Doctor,Doctor,Worked in a foreign country,"['English', 'Spanish']"
843,10000843,I would rather not say,23,MBO,International business,3,German,Spain,Korean,Marine,Engineer,,"['English', 'German']"
844,10000844,I would rather not say,19,Gymnasium,International business,3,Spain,Dutch,British,Engineer,Doctor,Worked in a foreign country,"['English', 'Spanish']"
845,10000845,I would rather not say,22,VWO,International business,0,Korean,Chinese,Belgium,Politician,Engineer,Worked in a foreign country,"['English', 'Korean']"
846,10000846,I would rather not say,19,VWO,International business,3,Spain,USA,Belgium,Engineer,Gardener,Exchange student,"['English', 'Spanish']"
847,10000847,I would rather not say,20,Gymnasium,International business,0,Spain,British,British,Politician,Politician,Worked in a foreign country,"['English', 'Spanish']"
848,10000848,I would rather not say,20,HAVO,International business,4,German,Spain,British,Taxi driver,Marine,Worked in a foreign country,"['English', 'German']"
849,10000849,I would rather not say,18,HAVO,International business,2,Belgium,South-African,British,Gardener,Marine,Gap year,"['English', 'French']"
850,10000850,I would rather not say,23,VWO,International business,1,USA,Dutch,South-African,Engineer,Doctor,,['English']
851,10000851,I would rather not say,18,Gymnasium,International business,2,Chinese,Japanese,Japanese,Life coach,Marine,Internship in a foreign country,"['English', 'Mandarin']"
852,10000852,I would rather not say,24,VWO,International business,2,USA,Spain,Dutch,,Marine,,['English']
853,10000853,I would rather not say,18,VWO,International business,2,USA,Belgium,Belgium,Life coach,Marine,Worked in a foreign country,['English']
854,10000854,I would rather not say,21,MBO,International business,0,Chinese,Korean,USA,Life coach,Doctor,Worked in a foreign country,"['English', 'Mandarin']"
855,10000855,I would rather not say,20,MBO,International business,4,German,Spain,Dutch,Gardener,Doctor,Gap year,"['English', 'German']"
856,10000856,I would rather not say,21,MBO,International business,2,South-African,German,Dutch,Taxi driver,Politician,,"['Dutch', 'English']"
857,10000857,I would rather not say,17,MBO,International business,0,British,Japanese,USA,Marine,Engineer,,['English']
858,10000858,I would rather not say,24,Gymnasium,International business,2,Spain,Japanese,Spain,Taxi driver,Life coach,Exchange student,"['English', 'Spanish']"
859,10000859,I would rather not say,18,MBO,International business,3,Japanese,Spain,USA,Doctor,Taxi driver,Internship in a foreign country,"['English', 'Japanese']"
860,10000860,I would rather not say,21,MBO,International business,3,USA,Japanese,Dutch,Engineer,,Gap year,['English']
861,10000861,I would rather not say,19,MBO,International business,0,British,Belgium,Japanese,Marine,Doctor,,['English']
862,10000862,Male,21,MBO,International business,3,Chinese,Dutch,South-African,Marine,Life coach,Worked in a foreign country,"['English', 'Mandarin']"
863,10000863,I would rather not say,23,VWO,International business,2,South-African,Belgium,German,Marine,Doctor,,"['Dutch', 'English']"
864,10000864,Female,17,HAVO,International business,4,Belgium,South-African,Belgium,Engineer,Gardener,,"['English', 'English', 'French']"
865,10000865,I would rather not say,24,MBO,International business,2,South-African,Korean,Spain,Marine,Taxi driver,Internship in a foreign country,"['Dutch', 'English']"
866,10000866,I would rather not say,22,MBO,International business,1,Chinese,British,Japanese,Gardener,,,"['English', 'Mandarin']"
867,10000867,Female,20,VWO,International business,1,British,Belgium,Belgium,Engineer,Gardener,Internship in a foreign country,['English']
868,10000868,I would rather not say,24,Gymnasium,International business,3,Dutch,German,South-African,Politician,Taxi driver,Worked in a foreign country,"['Dutch', 'English', 'German']"
869,10000869,I would rather not say,18,MBO,International business,2,Japanese,South-African,British,Taxi driver,Taxi driver,Gap year,"['English', 'Japanese']"
870,10000870,I would rather not say,19,Gymnasium,International business,4,South-African,Japanese,Dutch,Gardener,Taxi driver,Exchange student,"['Dutch', 'English']"
871,10000871,I would rather not say,24,VWO,International business,4,Japanese,South-African,British,Taxi driver,Taxi driver,Exchange student,"['English', 'Japanese']"
872,10000872,Male,19,VWO,International business,4,Korean,Dutch,Dutch,Politician,Marine,Exchange student,"['English', 'Korean']"
873,10000873,I would rather not say,23,HAVO,International business,2,Chinese,USA,Chinese,Marine,Politician,Internship in a foreign country,"['English', 'Mandarin']"
